Time,Delay/Advance Val,ICU packet checksum,ICU command count,sync_pulse_count
20160816T224934.340938,0,0,0,0
20160816T224934.340938,0,0,0,0
20160816T224934.340938,0,0,0,0
20160816T224936.340938,0,0,0,0
20160816T224937.340938,0,0,0,0
20160816T224938.340938,0,0,0,0
20160816T224939.340938,0,0,0,0
20160816T224940.340938,0,0,0,0
20160816T224941.340938,0,0,0,0
20160816T224942.340938,0,0,0,0
20160816T224943.340938,0,0,0,0
20160816T224944.340938,0,0,0,0
20160816T224945.340938,0,0,0,0
20160816T224946.340938,0,0,0,0
20160816T224947.340938,0,0,0,0
20160816T224948.340938,0,0,0,0
20160816T224949.340938,0,0,0,0
20160816T224950.340938,0,0,0,0
20160816T224951.340938,0,0,0,0
20160816T224952.340938,0,0,0,0
20160816T224953.340938,0,0,0,0
20160816T224954.340938,0,0,0,0
20160816T224955.340938,0,0,0,0
20160816T224956.340938,0,0,0,0
20160816T224957.340938,0,0,0,0
20160816T224958.340938,0,0,0,0
20160816T224959.340938,0,0,0,0
20160816T225000.340938,0,0,0,0
20160816T225001.340938,0,0,0,0
20160816T225002.340938,0,0,0,0
20160816T225003.340938,0,0,0,0
20160816T225004.340938,0,0,0,0
20160816T225005.340938,0,0,0,0
20160816T225006.340938,0,0,0,0
20160816T225007.340938,0,0,0,0
20160816T225008.340938,0,0,0,0
20160816T225009.340938,0,0,0,0
20160816T225010.340938,0,0,0,0
