Time,Delay/Advance Val,ICU packet checksum,ICU command count,sync_pulse_count
20160816T231646.754261,0,0,0,0
20160816T231647.754261,0,0,0,0
20160816T231646.754261,0,0,0,0
20160816T231647.754261,0,0,0,0
20160816T231648.754261,0,0,0,0
20160816T231649.754261,0,0,0,0
20160816T231650.754261,0,0,0,0
20160816T231651.754261,0,0,0,0
20160816T231652.754261,0,0,0,0
20160816T231653.754261,0,0,0,0
20160816T231654.754261,0,0,0,0
20160816T231655.754261,0,0,0,0
20160816T231656.754261,0,0,0,0
20160816T231657.754261,0,0,0,0
20160816T231658.754261,0,0,0,0
20160816T231659.754261,0,0,0,0
20160816T231700.754261,0,0,0,0
20160816T231701.754261,0,0,0,0
20160816T231702.754261,0,0,0,0
20160816T231703.754261,0,0,0,0
20160816T231704.754261,0,0,0,0
20160816T231705.754261,0,0,0,0
20160816T231706.754261,0,0,0,0
